Relatório de Anúncios de Produto - Shopee Brasil,,,,,,,,,,,,,,,,,,,,,,,
Nome de Usuário,,,,,,,,,,,,,,,,,,,,,,,
Nome da loja,,,,,,,,,,,,,,,,,,,,,,,
ID da Loja,,,,,,,,,,,,,,,,,,,,,,,
Nome do Produto / Anúncio,Kit 3 Sutiã Amamentação Renda Sem Bojo Reforçado Gestante Pós Parto,,,,,,,,,,,,,,,,,,,,,,
ID do Produto,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Data de Criação do Relatório,,,,,,,,,,,,,,,,,,,,,,,
Período,04/05/2024 - 10/05/2024,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Busca,,,,,,,,,,,,,,,,,,,,,,,
#,Palavras-chave,Tipo de combinação,Consulta de pesquisa,Método de Lance,Impressão,Cliques,CTR,Conversões,Conversões Diretas,Taxa de Conversão,Taxa de Conversão Direta,Custo por Conversão,Custo por Conversão Direta,Itens Vendidos,Itens Vendidos Diretos,VBM,Receita direta,Despesas,Posicionamento Médio,ROAS,ROAS Direto,ACOS,ACOS Direto
3226,maternidade,Correspondência Ampla,peças de lingerie em atacado,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
3227,amamentação,Correspondência Ampla,sutiã sem bojo de amamentação de peito pequeno,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3228,amamentação,Correspondência Ampla,roupas pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,24,0.00,0.00,0.00%,0.00%
3229,amamentação,Correspondência Ampla,sutiã silicone,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
3230,amamentação,Correspondência Ampla,sutiam com plastico,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,31,0.00,0.00,0.00%,0.00%
3231,amamentação,Correspondência Ampla,sutiã extração de leite,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
3232,amamentação,Correspondência Ampla,calai já pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
3233,amamentação,Correspondência Ampla,sutian de amamentação com aro,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
3234,amamentação,Correspondência Ampla,kit calcinha sutiã amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
3235,maternidade,Correspondência Ampla,bolsa gestante grande,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,22,0.00,0.00,0.00%,0.00%
3236,maternidade,Correspondência Ampla,saido maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,17,0.00,0.00,0.00%,0.00%
3237,maternidade,Correspondência Ampla,neta da gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3238,amamentação,Correspondência Ampla,sutiã amamentcao com bojo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3239,amamentação,Correspondência Ampla,coisas. de bebê,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,68,0.00,0.00,0.00%,0.00%
3240,amamentação,Correspondência Ampla,sutiã branco alça linda,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,83,0.00,0.00,0.00%,0.00%
3241,amamentação,Correspondência Ampla,sutiã amament,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
3242,amamentação,Correspondência Ampla,pijama americano manga curta amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,41,0.00,0.00,0.00%,0.00%
3243,gestante,Correspondência Ampla,sutia para gravidez,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,1,0.00,0.00,0.00%,0.00%
3244,gestante,Correspondência Ampla,sutia demillus,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,56,0.00,0.00,0.00%,0.00%
3245,amamentação,Correspondência Ampla,pijama pós parto kit,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,32,0.00,0.00,0.00%,0.00%
3246,amamentação,Correspondência Ampla,baby doll de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,24,0.00,0.00,0.00%,0.00%
3247,maternidade,Correspondência Ampla,sutia luxo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,56,0.00,0.00,0.00%,0.00%
3248,maternidade,Correspondência Ampla,conjuntos de sutiã rendado,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,33,0.00,0.00,0.00%,0.00%
3249,gestante,Correspondência Ampla,demillus conjunto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
3250,gestante,Correspondência Ampla,moda gestante inverno,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,8,0.00,0.00,0.00%,0.00%
3251,amamentação,Correspondência Ampla,soft amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
3252,amamentação,Correspondência Ampla,camisão de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,17,0.00,0.00,0.00%,0.00%
3253,maternidade,Correspondência Ampla,kit saída maternidadeasculino,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
3254,amamentação,Correspondência Ampla,sutiã de amamenta,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
3255,gestante,Correspondência Ampla,camisoa amaternity,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,28,0.00,0.00,0.00%,0.00%
3256,maternidade,Correspondência Ampla,coisas. de bebe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,28,0.00,0.00,0.00%,0.00%
3257,amamentação,Correspondência Ampla,cinto pra amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3258,gestante,Correspondência Ampla,melhores sutiã para cademia,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
3259,maternidade,Correspondência Ampla,calcinha sutiã conjunto kit,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,98,0.00,0.00,0.00%,0.00%
3260,amamentação,Correspondência Ampla,sutiã para mamenta,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
3261,amamentação,Correspondência Ampla,camisola amamentação com robe algodão,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,41,0.00,0.00,0.00%,0.00%
3262,amamentação,Correspondência Ampla,camisola de amamentação inverno,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,36,0.00,0.00,0.00%,0.00%
3263,maternidade,Correspondência Ampla,vestido gestação feminino,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,16,0.00,0.00,0.00%,0.00%
3264,maternidade,Correspondência Ampla,kit surtiam,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,44,0.00,0.00,0.00%,0.00%
3265,amamentação,Correspondência Ampla,apoio de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
3266,maternidade,Correspondência Ampla,camisola com capa,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
3267,amamentação,Correspondência Ampla,lingerie pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,21,0.00,0.00,0.00%,0.00%
3268,maternidade,Correspondência Ampla,bebydool feminino,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,63,0.00,0.00,0.00%,0.00%
3269,amamentação,Correspondência Ampla,sutiã de amamentação com bojo preto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
3270,gestante,Correspondência Ampla,sutiã grávida com bojo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
3271,amamentação,Correspondência Ampla,calçinhas pos parto mais sutia com bojo conjunto kit,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
3272,amamentação,Correspondência Ampla,sutiã amamentando,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
3273,amamentação,Correspondência Ampla,amamentação lupo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,21,0.00,0.00,0.00%,0.00%
3274,maternidade,Correspondência Ampla,kit enchoval bebe masculino,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,11,0.00,0.00,0.00%,0.00%
3275,amamentação,Correspondência Ampla,baby doll amamentação gestante confortável,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,52,0.00,0.00,0.00%,0.00%
3276,maternidade,Correspondência Ampla,roupa gestante menina,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,12,0.00,0.00,0.00%,0.00%
3277,amamentação,Correspondência Ampla,pijama vestido feminino com botão,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
3278,maternidade,Correspondência Ampla,coisa de grávida,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,28,0.00,0.00,0.00%,0.00%
3279,gestante,Correspondência Ampla,sutiã para gestantes,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
3280,amamentação,Correspondência Ampla,kit sutia plus size amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
3281,maternidade,Correspondência Ampla,blusas gestantes,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,38,0.00,0.00,0.00%,0.00%
3282,maternidade,Correspondência Ampla,camisola roby,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,29,0.00,0.00,0.00%,0.00%
3283,amamentação,Correspondência Ampla,blusa para amamentação gola v,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,26,0.00,0.00,0.00%,0.00%
3284,maternidade,Correspondência Ampla,vestido d  gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
3285,amamentação,Correspondência Ampla,sutia pos parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3286,maternidade,Correspondência Ampla,enxoval de bebê bebê,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,26,0.00,0.00,0.00%,0.00%
3287,amamentação,Correspondência Ampla,sutiã que tira o bojo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,20,0.00,0.00,0.00%,0.00%
3288,maternidade,Correspondência Ampla,pijama grávida,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,13,0.00,0.00,0.00%,0.00%
3289,amamentação,Correspondência Ampla,kit 2 amamentação com bojo soft recorçado fecho largo gestante pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
3290,gestante,Correspondência Ampla,calsiha e sutiã,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,21,0.00,0.00,0.00%,0.00%
3291,maternidade,Correspondência Ampla,kit de camisole,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
3292,amamentação,Correspondência Ampla,camiseta feminina para amamentar,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,38,0.00,0.00,0.00%,0.00%
3293,maternidade,Correspondência Ampla,kit saída de maternidade  nome nohar,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
3294,maternidade,Correspondência Ampla,bombons para maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
3295,amamentação,Correspondência Ampla,roupa para recém paridas camisola amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,16,0.00,0.00,0.00%,0.00%
3296,amamentação,Correspondência Ampla,inho amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3297,amamentação,Correspondência Ampla,sutiã sem aro reforçado,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,29,0.00,0.00,0.00%,0.00%
3298,maternidade,Correspondência Ampla,conjunto lingerie feminino,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,36,0.00,0.00,0.00%,0.00%
3299,amamentação,Correspondência Ampla,home sleepwear romper slim,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
3300,maternidade,Correspondência Ampla,amamentaçao,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,36,0.00,0.00,0.00%,0.00%
3301,maternidade,Correspondência Ampla,pijamas renda,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
3302,maternidade,Correspondência Ampla,saída maternidade sonho de bebê,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,15,0.00,0.00,0.00%,0.00%
3303,maternidade,Correspondência Ampla,calcinha sutiã,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,37,0.00,0.00,0.00%,0.00%
3304,amamentação,Correspondência Ampla,g29 moda íntima feminina,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
3305,amamentação,Correspondência Ampla,blusa amamentação inverno,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,34,0.00,0.00,0.00%,0.00%
3306,gestante,Correspondência Ampla,sutiã bandeau sólido,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,67,0.00,0.00,0.00%,0.00%
3307,amamentação,Correspondência Ampla,baby dool e camisola amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
3308,gestante,Correspondência Ampla,sutiã renda feminina,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,23,0.00,0.00,0.00%,0.00%
3309,amamentação,Correspondência Ampla,kit sutiã de da mama,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,5,0.00,0.00,0.00%,0.00%
3310,gestante,Correspondência Ampla,macacão para são joão gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
3311,amamentação,Correspondência Ampla,aparelho de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
3312,amamentação,Correspondência Ampla,choice sutia de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
3313,maternidade,Correspondência Ampla,kit enxoval de bebê para,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,38,0.00,0.00,0.00%,0.00%
3314,maternidade,Correspondência Ampla,kits sutião,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,13,0.00,0.00,0.00%,0.00%
3315,amamentação,Correspondência Ampla,soutien amamentação demillus,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3316,amamentação,Correspondência Ampla,sutiã peito caído,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
3317,amamentação,Correspondência Ampla,kit pijama de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,27,0.00,0.00,0.00%,0.00%
3318,maternidade,Correspondência Ampla,roupas p grávida,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,21,0.00,0.00,0.00%,0.00%
3319,amamentação,Correspondência Ampla,sutian amamentacao sem fio,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,6,0.00,0.00,0.00%,0.00%
3320,maternidade,Correspondência Ampla,kit maternidade rose,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,12,0.00,0.00,0.00%,0.00%
3321,amamentação,Correspondência Ampla,sutia de amamentação sem bojo,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,7,0.00,0.00,0.00%,0.00%
3322,amamentação,Correspondência Ampla,sutiã amamentação pós parto alça reforçada,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3323,amamentação,Correspondência Ampla,sutia amamentação com bojo grosso,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
3324,amamentação,Correspondência Ampla,camisola com robe amamentação kit,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,37,0.00,0.00,0.00%,0.00%
3325,maternidade,Correspondência Ampla,sutiã alça fininha,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,37,0.00,0.00,0.00%,0.00%
3326,maternidade,Correspondência Ampla,sutiã de mayssa,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,36,0.00,0.00,0.00%,0.00%
3327,maternidade,Correspondência Ampla,bolsa maternidade,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
3328,amamentação,Correspondência Ampla,sutiã amamentação avulso,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,15,0.00,0.00,0.00%,0.00%
3329,amamentação,Correspondência Ampla,soutien amamentação zee rucci,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,8,0.00,0.00,0.00%,0.00%
3330,amamentação,Correspondência Ampla,sutiam com sustentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,39,0.00,0.00,0.00%,0.00%
3331,amamentação,Correspondência Ampla,soutien amamentação plus,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,18,0.00,0.00,0.00%,0.00%
3332,maternidade,Correspondência Ampla,maternidade shopee,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,25,0.00,0.00,0.00%,0.00%
3333,maternidade,Correspondência Ampla,conjunto em renda quero te dar,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
3334,maternidade,Correspondência Ampla,quero ver melhor de maternidade menina,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,35,0.00,0.00,0.00%,0.00%
3335,amamentação,Correspondência Ampla,robe e camisola de amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,13,0.00,0.00,0.00%,0.00%
3336,maternidade,Correspondência Ampla,lingerie para revender,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,39,0.00,0.00,0.00%,0.00%
3337,amamentação,Correspondência Ampla,sutiã de amamentação de renda reforçado gestante,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
3338,gestante,Correspondência Ampla,vestido grávida kit,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,24,0.00,0.00,0.00%,0.00%
3339,gestante,Correspondência Ampla,grey skirt,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,19,0.00,0.00,0.00%,0.00%
3340,maternidade,Correspondência Ampla,saída materninde 0 - 3 meses,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
3341,maternidade,Correspondência Ampla,sitiam materno,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,4,0.00,0.00,0.00%,0.00%
3342,gestante,Correspondência Ampla,sitia de renda,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,14,0.00,0.00,0.00%,0.00%
3343,maternidade,Correspondência Ampla,renda para calcinha,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,12,0.00,0.00,0.00%,0.00%
3344,amamentação,Correspondência Ampla,beby doll feminino amamentação,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,22,0.00,0.00,0.00%,0.00%
3345,amamentação,Correspondência Ampla,tope de amamentacao,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
3346,amamentação,Correspondência Ampla,baby short doll amamentação com detalhe,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
3347,gestante,Correspondência Ampla,sutiã carrir,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,2,0.00,0.00,0.00%,0.00%
3348,amamentação,Correspondência Ampla,cinta pós parto poliéster,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
3349,amamentação,Correspondência Ampla,sutiã de amamentação azul marinho,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,1,0.00,0.00,0.00%,0.00%
3350,amamentação,Correspondência Ampla,sutiã de bojo amamentação reforçado,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,9,0.00,0.00,0.00%,0.00%
3351,amamentação,Correspondência Ampla,kit hobby amamentacao,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,3,0.00,0.00,0.00%,0.00%
3352,amamentação,Correspondência Ampla,pomada para seios pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,44,0.00,0.00,0.00%,0.00%
3353,maternidade,Correspondência Ampla,kit maternidade pós parto,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,10,0.00,0.00,0.00%,0.00%
3354,maternidade,Correspondência Ampla,blusas pra grávida,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,21,0.00,0.00,0.00%,0.00%
3355,amamentação,Correspondência Ampla,camisola amamentação  com mamga,Lance Manual,1,0,0.00%,0,0,0.00%,0.00%,0.00,0.00,0,0,0.00,0.00,0.00,64,0.00,0.00,0.00%,0.00%
